 User Name ,Age,Account Balance ,Status
User_AB4616,47.0,4812.75,200
User_AB6205,24.0,4072.34,500
User_AB1656,,4049.86,404
User_AB2529,39.0,4248.32,500
User_AB6571,,1277.63,500
User_AB2580,42.0,361.65,404
User_AB8461,,439.94,200
User_AB7337,39.0,4642.91,404
User_AB8119,25.0,4405.69,200
User_AB4137,,4206.73,404
User_AB3598,50.0,1997.75,404
User_AB8971,44.0,464.4,200
User_AB5808,29.0,4784.69,404
User_AB9673,,3292.53,200
User_AB7889,18.0,1592.74,200
User_AB9250,43.0,2794.85,200
User_AB2841,62.0,2594.81,404
User_AB2419,46.0,2677.78,200
User_AB4771,51.0,2663.82,200
User_AB2586,,2696.77,404
User_AB5820,55.0,3588.75,200
,64.0,390.72,404
User_AB4725,58.0,2374.47,500
User_AB4255,18.0,3285.38,500
User_AB6080,27.0,1125.58,200
User_AB3465,47.0,1324.07,200
,,2539.79,404
User_AB8326,64.0,609.99,500
User_AB2568,31.0,1065.52,500
User_AB6205,39.0,3232.96,404
User_AB4425,,4000.96,404
User_AB3119,63.0,397.37,Error
User_AB3815,31.0,2665.73,200
User_AB9318,47.0,1932.93,404
User_AB2192,35.0,2320.59,404
User_AB8354,60.0,3354.86,404
User_AB9953,28.0,4574.14,200
User_AB9272,54.0,1611.15,404
User_AB3486,34.0,2288.91,404
User_AB6353,21.0,1162.12,404
User_AB5795,23.0,1590.71,200
User_AB2771,29.0,3521.99,200
User_AB4947,24.0,4517.17,500
User_AB9167,33.0,3051.54,200
User_AB8258,32.0,4649.61,404
User_AB1721,41.0,3792.16,200
User_AB2937,24.0,4578.29,200
User_AB2257,54.0,1657.55,404
User_AB4089,38.0,4322.3,Pending
User_AB9473,59.0,4996.04,500
,43.0,4232.28,200
User_AB1161,54.0,3122.86,404
User_AB6690,65.0,1630.06,200
User_AB3064,30.0,345.25,404
User_AB2643,58.0,3778.87,404
User_AB7466,37.0,4028.57,200
User_AB5871,54.0,4963.83,404
User_AB5370,56.0,3311.81,404
User_AB4525,22.0,4200.58,404
User_AB1728,,2289.26,500
User_AB9435,44.0,216.11,500
User_AB6769,19.0,2662.54,404
User_AB7701,21.0,444.99,500
User_AB9428,29.0,2689.49,200
User_AB1292,42.0,3741.91,500
User_AB1866,24.0,2700.87,200
User_AB7315,18.0,4538.99,404
User_AB2154,48.0,1910.3,200
User_AB3779,45.0,3197.53,404
User_AB6272,,3669.95,500
User_AB9350,,2228.07,200
User_AB6573,18.0,1127.66,200
User_AB1165,53.0,1318.76,404
User_AB8504,51.0,2420.95,404
User_AB1169,39.0,3670.74,200
User_AB2581,41.0,3338.78,500
User_AB5540,57.0,2383.51,500
User_AB9947,42.0,1996.07,404
,47.0,1484.89,500
User_AB6865,55.0,1640.93,500
User_AB3773,36.0,2815.33,200
User_AB5676,51.0,154.83,500
User_AB4591,29.0,2395.46,200
,38.0,1064.16,500
User_AB5838,58.0,3946.42,Error
User_AB6390,59.0,1614.84,404
User_AB3334,54.0,2498.6,500
User_AB8516,61.0,4194.93,500
User_AB7910,49.0,1606.08,404
User_AB5622,25.0,1318.96,200
User_AB7231,,3273.97,200
User_AB4587,30.0,1642.37,500
User_AB2348,46.0,3232.55,500
,52.0,2273.2,404
User_AB6540,37.0,1503.32,200
User_AB3088,34.0,3007.26,200
User_AB6676,29.0,3666.63,200
User_AB1527,53.0,2714.91,500
User_AB5878,46.0,800.9,200
User_AB4864,27.0,1930.01,500
User_AB2795,45.0,3803.97,OK
User_AB3954,24.0,614.8,OK
User_AB9356,44.0,3426.74,500
User_AB7833,56.0,4585.58,OK
User_AB1786,42.0,4820.53,404
User_AB5216,52.0,4937.81,404
User_AB7181,,3121.66,500
User_AB7714,,4145.21,200
,53.0,3622.09,404
,46.0,1587.74,200
User_AB1785,25.0,4580.2,200
User_AB1136,,294.61,404
User_AB7741,53.0,1062.93,500
User_AB8323,29.0,3340.09,200
,63.0,4026.86,404
User_AB4697,48.0,4140.67,200
User_AB2743,31.0,3343.14,404
User_AB3959,,1373.45,404
,,1638.25,500
User_AB4343,,114.15,200
User_AB6887,62.0,3666.05,200
User_AB7476,20.0,489.25,404
User_AB8681,42.0,3634.48,200
User_AB3434,51.0,2214.89,404
User_AB5249,42.0,3026.83,404
User_AB3617,21.0,2645.68,500
User_AB8660,38.0,3236.95,404
User_AB1591,28.0,3884.33,404
User_AB8293,34.0,1836.54,404
User_AB8596,38.0,1343.76,200
User_AB8093,56.0,1540.94,500
User_AB3835,43.0,3033.8,404
User_AB3478,20.0,1170.98,200
User_AB7250,21.0,1956.81,500
User_AB7648,63.0,1140.72,404
User_AB7070,31.0,2650.51,200
User_AB4963,41.0,2273.36,500
User_AB1438,,2432.79,500
User_AB2172,53.0,1238.61,200
User_AB5208,47.0,2435.01,200
,47.0,3220.18,200
User_AB9243,64.0,3348.26,200
User_AB5834,20.0,1840.11,404
User_AB8711,32.0,1159.6,200
User_AB9170,61.0,3260.73,404
User_AB3975,36.0,3949.66,200
User_AB5905,,1084.75,200
User_AB4901,23.0,3009.1,404
User_AB8937,22.0,279.97,500
User_AB6180,63.0,3978.87,404
User_AB9946,39.0,154.13,200
User_AB4629,51.0,4993.9,404
User_AB3818,53.0,4255.54,500
User_AB4633,25.0,2601.62,200
User_AB3190,55.0,3490.54,500
User_AB4515,32.0,2278.39,200
User_AB2659,65.0,2508.44,404
User_AB2972,23.0,4190.85,200
User_AB4591,28.0,2911.85,404
User_AB5042,64.0,983.59,404
User_AB9739,62.0,3151.85,200
User_AB3941,,511.09,200
User_AB7519,22.0,283.19,404
User_AB2679,21.0,4891.97,500
User_AB8796,20.0,4605.61,200
User_AB9568,22.0,3431.26,200
User_AB3821,25.0,4203.49,200
User_AB8729,18.0,3289.54,200
User_AB3977,61.0,3017.58,500
User_AB5289,31.0,4232.89,200
User_AB6228,41.0,417.49,500
User_AB7105,50.0,3222.12,404
User_AB8160,57.0,1771.79,200
User_AB4476,47.0,2688.18,200
User_AB3353,34.0,3334.12,Error
User_AB2656,26.0,818.3,200
User_AB9401,,703.18,404
,63.0,455.51,404
User_AB3973,53.0,4281.67,200
User_AB8910,20.0,4245.74,404
User_AB9553,43.0,1875.6,500
User_AB2293,49.0,520.08,500
User_AB4040,,3117.01,500
User_AB3174,46.0,825.18,Pending
User_AB8550,24.0,2158.9,404
User_AB4250,62.0,1716.85,500
User_AB2385,,1187.15,404
User_AB1826,60.0,1887.82,200
User_AB1982,51.0,1426.72,200
User_AB6862,20.0,4347.39,404
User_AB8812,29.0,282.54,404
User_AB4276,24.0,4058.77,500
User_AB8522,19.0,4018.88,500
User_AB3394,55.0,2912.42,404
User_AB9988,,3229.56,200
User_AB3741,59.0,1749.62,500
User_AB7110,54.0,1740.36,404
User_AB7494,45.0,2292.34,404
User_AB1283,39.0,2698.69,500
User_AB9902,32.0,329.29,200
User_AB1032,,3899.26,404
User_AB2295,62.0,714.02,500
User_AB5528,33.0,616.6,500
User_AB9500,54.0,994.44,500
User_AB8526,31.0,2746.24,404
User_AB1739,28.0,4364.87,200
User_AB8097,29.0,1659.73,500
User_AB3161,34.0,774.58,500
User_AB1075,56.0,568.01,500
User_AB4143,63.0,4374.9,200
User_AB4991,20.0,3304.8,404
User_AB8037,44.0,3004.02,404
User_AB8742,51.0,1258.59,200
User_AB8951,22.0,2168.81,200
User_AB1196,35.0,1146.23,500
User_AB9303,52.0,1920.85,500
User_AB5119,43.0,448.33,200
User_AB3579,58.0,2875.41,200
User_AB6184,56.0,4832.97,404
User_AB8292,43.0,521.14,500
User_AB3038,45.0,4762.91,OK
User_AB6609,63.0,1850.81,OK
User_AB2500,44.0,2490.79,200
User_AB2659,56.0,4961.82,200
User_AB3665,32.0,1944.12,500
User_AB9429,42.0,717.91,404
User_AB9980,53.0,3996.64,500
User_AB3014,32.0,1538.78,200
User_AB2819,21.0,4045.31,200
User_AB7216,43.0,386.67,500
User_AB2627,41.0,896.71,404
User_AB3330,51.0,4597.78,500
User_AB4491,65.0,1134.01,404
User_AB7801,22.0,1578.07,500
User_AB4309,23.0,1112.03,200
User_AB8408,,3511.74,500
,38.0,1074.59,200
User_AB7831,56.0,3996.99,500
User_AB5094,60.0,1429.66,500
User_AB5370,56.0,3311.81,404
User_AB3358,55.0,336.83,500
User_AB4635,19.0,1376.42,200
User_AB3192,45.0,588.54,Error
User_AB9481,25.0,3826.53,200
User_AB5273,61.0,2994.28,500
User_AB4831,44.0,3718.78,500
User_AB2994,22.0,2966.39,200
User_AB4352,56.0,4521.65,404
User_AB7730,55.0,4307.48,404
User_AB4029,35.0,1229.91,200
User_AB4266,18.0,2915.85,500
User_AB3313,63.0,4882.78,500
User_AB9758,61.0,476.14,200
User_AB5157,,2721.99,200
User_AB2996,38.0,3207.25,404
User_AB3319,38.0,3555.76,404
User_AB2590,59.0,1151.02,Error
User_AB1293,,1347.52,500
User_AB5324,,3974.74,200
User_AB3568,24.0,2571.79,200
User_AB3305,63.0,4937.3,404
User_AB6589,65.0,4413.81,500
User_AB4615,26.0,3329.93,404
User_AB1590,42.0,2626.49,404
User_AB8702,64.0,1537.78,200
User_AB3087,64.0,2065.24,500
,46.0,4659.06,200
User_AB3037,28.0,1480.58,200
User_AB6931,24.0,4129.76,404
,56.0,568.33,500
User_AB1031,21.0,2490.04,500
User_AB6189,57.0,1666.77,500
User_AB5841,37.0,3986.99,500
User_AB8564,,647.03,404
User_AB1927,20.0,4267.7,404
User_AB9991,61.0,782.42,200
User_AB6794,22.0,4786.85,500
User_AB3211,,4205.32,404
User_AB6643,,128.94,404
User_AB9755,43.0,145.19,Pending
User_AB1507,27.0,1356.74,404
User_AB3569,33.0,894.87,404
User_AB1592,44.0,1951.19,404
User_AB4084,37.0,2593.97,200
User_AB8892,60.0,1541.24,404
User_AB5690,,4604.63,404
User_AB5301,50.0,2576.87,500
User_AB1200,50.0,2104.27,404
User_AB1208,42.0,402.52,200
User_AB5383,32.0,348.8,200
User_AB4694,35.0,2447.75,404
User_AB5758,47.0,2906.68,500
User_AB6468,23.0,704.97,500
User_AB5630,62.0,2679.41,500
User_AB7281,52.0,2053.42,200
User_AB4515,54.0,2774.01,200
User_AB9783,26.0,4716.65,Pending
User_AB4334,,2216.15,404
User_AB9677,53.0,4525.36,Pending
User_AB5948,50.0,178.71,500
User_AB3660,,958.11,404
User_AB6634,38.0,2132.43,404
User_AB5598,25.0,1620.42,200
User_AB6321,,973.57,404
User_AB3253,29.0,899.16,500
User_AB6632,20.0,318.8,404
User_AB3704,32.0,4648.66,500
User_AB3014,56.0,859.75,500
User_AB7956,41.0,465.88,200
User_AB5509,19.0,3868.78,500
User_AB4084,54.0,179.68,200
User_AB4694,34.0,1466.91,200
User_AB3018,37.0,4079.2,404
User_AB9216,33.0,4282.13,200
User_AB7414,46.0,3264.1,404
User_AB1984,62.0,1870.37,404
User_AB3570,43.0,2487.15,404
User_AB1238,65.0,2744.17,500
User_AB8327,34.0,4344.94,200
User_AB7477,32.0,1036.2,500
User_AB2144,35.0,876.02,404
User_AB2172,41.0,2616.4,200
User_AB7112,,2868.62,500
,30.0,1290.09,404
User_AB3999,55.0,1302.22,404
User_AB1829,34.0,4651.92,404
User_AB6244,33.0,2029.43,404
User_AB6042,25.0,511.16,404
User_AB9604,25.0,157.56,200
User_AB8515,,2237.31,404
User_AB7937,63.0,4738.8,500
User_AB5580,53.0,4175.78,500
,31.0,4416.4,500
User_AB1517,54.0,4263.02,404
User_AB7805,,4521.83,404
User_AB1785,60.0,1463.86,200
User_AB8670,27.0,3948.72,404
User_AB4301,25.0,1952.18,500
User_AB7220,44.0,2973.27,200
User_AB5157,32.0,1975.36,200
User_AB1188,47.0,3666.7,500
User_AB5181,45.0,3284.1,404
User_AB8126,60.0,668.61,404
User_AB8447,24.0,2360.91,200
User_AB2908,22.0,771.48,404
User_AB8452,44.0,912.92,200
User_AB8130,36.0,1964.55,500
User_AB6021,56.0,1669.95,500
User_AB7895,58.0,3740.71,404
User_AB1743,51.0,2716.79,404
User_AB6488,26.0,1883.02,200
User_AB7180,64.0,1660.09,200
User_AB3137,50.0,4897.1,404
User_AB2072,,2794.57,404
User_AB5748,36.0,2190.61,404
User_AB8806,33.0,3158.05,404
User_AB5580,47.0,971.26,404
,20.0,1892.67,500
User_AB6344,18.0,1391.92,200
User_AB8302,55.0,4232.19,200
User_AB4511,60.0,3896.79,200
User_AB5061,34.0,1609.43,404
User_AB8965,44.0,1239.64,Pending
User_AB1359,28.0,1652.67,500
User_AB4376,59.0,4987.97,200
User_AB5867,28.0,2480.74,500
User_AB6033,20.0,4006.83,500
User_AB4081,26.0,1935.99,500
,19.0,4017.57,200
User_AB8534,48.0,2201.93,500
User_AB6399,64.0,1573.25,200
User_AB9552,31.0,1801.05,404
User_AB2757,57.0,939.93,Error
User_AB6927,41.0,3196.73,404
User_AB2164,,4426.9,500
User_AB1494,37.0,502.03,500
User_AB2474,42.0,749.12,404
User_AB6137,52.0,3398.94,500
User_AB5702,37.0,1342.33,500
User_AB7634,49.0,331.7,404
User_AB6554,28.0,720.96,500
User_AB8446,44.0,2889.53,404
User_AB8364,,4231.8,500
User_AB7592,50.0,313.83,500
User_AB3185,62.0,2509.55,404
User_AB1667,46.0,946.22,404
User_AB9286,32.0,1069.93,404
User_AB6819,,3711.89,200
User_AB3830,55.0,1323.61,404
User_AB5577,56.0,787.84,Pending
User_AB4967,37.0,3285.81,OK
User_AB9283,58.0,1518.24,404
User_AB7647,48.0,759.92,500
,48.0,186.38,200
User_AB8286,46.0,1768.76,500
User_AB3699,63.0,1211.84,200
User_AB4531,18.0,2410.69,500
User_AB2108,60.0,3476.36,404
User_AB5912,18.0,409.34,500
User_AB9182,20.0,4792.45,500
User_AB5623,62.0,1633.48,200
User_AB1560,52.0,1825.9,404
User_AB2474,42.0,749.12,404
User_AB9439,48.0,1708.83,200
User_AB4903,56.0,543.39,500
,,2361.71,Pending
User_AB3385,36.0,3960.63,200
User_AB5847,36.0,2955.38,200
User_AB6470,30.0,3121.3,200
,38.0,1535.3,404
,19.0,3150.79,404
User_AB5516,58.0,4610.45,200
User_AB7229,48.0,4102.52,404
User_AB3754,64.0,151.35,404
User_AB7647,42.0,2891.21,404
User_AB3488,32.0,3789.85,500
User_AB5375,39.0,3318.03,200
User_AB8367,64.0,653.97,500
User_AB8540,57.0,3489.84,404
User_AB4565,53.0,520.07,500
User_AB1270,38.0,4144.21,404
User_AB6846,53.0,4045.74,500
User_AB9853,61.0,1055.76,200
User_AB8762,,2200.87,500
User_AB7876,49.0,3845.15,404
User_AB9055,58.0,1160.15,200
User_AB2930,59.0,3861.65,500
User_AB8703,50.0,2725.96,200
User_AB4630,38.0,326.59,Error
,62.0,1864.25,500
User_AB9164,30.0,4278.78,404
User_AB9409,38.0,2827.48,500
,24.0,2337.5,200
User_AB7867,46.0,1780.27,200
User_AB1634,18.0,1402.72,Error
User_AB6528,39.0,3309.76,500
User_AB6273,,3319.59,200
User_AB9783,62.0,1854.86,200
User_AB9820,54.0,214.98,500
User_AB9556,45.0,4518.23,200
User_AB8826,30.0,4368.2,Pending
,21.0,4440.85,200
User_AB3013,63.0,840.15,500
User_AB8083,48.0,2543.21,404
User_AB3321,,2548.54,200
User_AB2323,19.0,3764.99,500
,51.0,244.95,500
User_AB9349,31.0,1726.2,404
User_AB3712,,1539.4,500
User_AB1492,60.0,1307.05,404
User_AB6301,48.0,2624.08,200
User_AB7256,65.0,150.42,200
User_AB8710,54.0,2345.69,500
User_AB1497,34.0,4042.1,404
User_AB2340,34.0,2676.8,200
User_AB2231,61.0,738.68,404
User_AB7554,30.0,937.51,500
User_AB3080,61.0,310.4,404
User_AB9760,24.0,2826.82,200
User_AB4544,42.0,3679.36,Pending
User_AB8965,63.0,2511.78,500
User_AB2784,52.0,2954.19,200
User_AB2697,39.0,1719.96,404
User_AB5517,40.0,3355.36,OK
User_AB9494,29.0,3827.73,500
User_AB2342,,3214.92,200
User_AB5039,30.0,529.59,404
User_AB4920,48.0,2470.45,200
User_AB3555,41.0,2657.29,404
User_AB8184,21.0,2159.72,200
User_AB9132,23.0,2588.87,500
User_AB4271,43.0,1988.18,500
User_AB5983,28.0,3314.2,200
User_AB1045,19.0,2072.83,404
User_AB1587,45.0,3418.47,404
User_AB5094,63.0,1974.62,200
User_AB9791,25.0,4852.75,200
User_AB7685,64.0,798.97,Error
User_AB5693,32.0,4948.05,200
User_AB6485,57.0,1322.28,500
User_AB4923,56.0,3159.85,500
User_AB6569,28.0,1698.94,OK
User_AB9479,23.0,4868.65,500
User_AB6357,19.0,3979.89,404
User_AB1256,37.0,4495.69,200
User_AB2421,64.0,4174.92,500
User_AB1411,21.0,512.3,200
User_AB9041,,3868.57,200
,,705.35,500
User_AB6044,46.0,4702.56,404
User_AB7747,46.0,4240.19,200
User_AB1792,59.0,4809.21,404
User_AB4562,40.0,3351.03,500
User_AB6451,,3927.33,404
User_AB1779,28.0,3802.18,500
,20.0,4213.67,404
User_AB5253,24.0,2068.76,200
User_AB1614,,2681.78,404
User_AB3541,57.0,4648.68,500
User_AB9419,55.0,4193.54,200
User_AB2139,26.0,1070.78,200
User_AB1518,27.0,3522.31,200
User_AB1689,63.0,2906.53,500
,50.0,3056.64,200
User_AB6071,47.0,2321.68,200
User_AB7197,40.0,3801.75,200
User_AB1041,43.0,4752.67,404
User_AB4236,38.0,3859.66,404
User_AB6642,31.0,1316.39,404
User_AB7448,21.0,4239.12,404
User_AB4369,21.0,3532.35,404
,55.0,2315.75,404
User_AB4503,33.0,2280.17,404
User_AB9551,45.0,385.21,404
User_AB1051,44.0,3071.93,OK
,23.0,666.88,404
User_AB3901,22.0,3879.23,500
User_AB2753,20.0,4656.87,500
User_AB2616,55.0,4112.26,404
User_AB8793,54.0,3169.05,Pending
User_AB1024,28.0,4086.69,500
,58.0,3059.84,404
User_AB4011,31.0,4890.52,404
User_AB4539,51.0,4376.43,404
User_AB5578,65.0,2186.2,500
User_AB9581,,2509.25,500
User_AB2110,52.0,3694.69,200
User_AB7350,41.0,4996.21,200
User_AB8813,21.0,2477.34,200
User_AB6461,29.0,2850.09,404
User_AB9308,62.0,1307.45,200
User_AB6041,40.0,4701.05,200
User_AB4120,34.0,463.11,Pending
User_AB6359,,3459.2,500
User_AB8262,,4871.81,500
User_AB3232,30.0,601.86,200
User_AB5736,56.0,4991.69,200
User_AB8401,26.0,1182.44,OK
User_AB9570,34.0,2195.36,Error
User_AB4903,32.0,3983.53,200
,31.0,2399.09,404
User_AB8456,43.0,529.89,404
User_AB3087,25.0,2554.79,200
User_AB4264,61.0,4722.97,404
User_AB7195,25.0,2564.81,500
User_AB3111,46.0,2344.46,500
User_AB6340,45.0,3751.02,200
User_AB4561,43.0,1659.85,200
User_AB7180,19.0,2648.3,500
User_AB9924,58.0,312.05,200
,39.0,1276.37,404
User_AB6664,48.0,4206.39,200
User_AB9825,,1552.5,404
User_AB2666,53.0,1058.95,200
User_AB1033,36.0,3221.26,500
User_AB6464,22.0,4786.73,404
User_AB6881,,3966.09,404
User_AB1528,62.0,4530.69,404
User_AB6223,44.0,1482.3,404
User_AB9439,21.0,3466.48,404
User_AB4008,50.0,3617.2,200
User_AB5788,52.0,3732.17,500
User_AB2831,,957.75,500
User_AB3865,35.0,574.5,500
User_AB3360,38.0,620.84,500
User_AB6649,55.0,3764.12,404
User_AB9389,30.0,1786.55,404
User_AB8503,29.0,3073.16,200
User_AB7838,34.0,3123.89,500
User_AB5797,38.0,558.03,200
User_AB4217,35.0,2927.72,500
User_AB3320,41.0,1930.65,Pending
User_AB7152,61.0,1247.85,500
User_AB6582,58.0,1730.93,200
User_AB5608,21.0,783.24,Error
User_AB8715,62.0,2773.43,200
,25.0,984.84,200
User_AB7738,23.0,2175.04,404
,60.0,4266.87,404
User_AB2927,27.0,1723.05,404
User_AB9521,43.0,1922.48,200
User_AB5534,25.0,1822.57,OK
User_AB9451,41.0,4686.96,500
User_AB3130,24.0,3757.48,200
User_AB2335,60.0,2982.29,404
User_AB9048,35.0,4355.83,500
User_AB4950,48.0,2104.25,200
User_AB2631,,4842.29,404
User_AB6547,18.0,4478.21,200
User_AB1698,57.0,280.19,200
User_AB2561,37.0,500.34,404
User_AB2442,24.0,683.78,404
User_AB4362,43.0,1000.1,200
User_AB5425,51.0,3528.58,OK
User_AB8756,39.0,1262.69,404
User_AB7923,65.0,1609.68,OK
User_AB1729,36.0,4488.77,404
User_AB8588,38.0,2557.26,404
User_AB9084,59.0,1809.5,404
User_AB4710,25.0,3783.26,500
User_AB7304,37.0,4440.75,200
User_AB8741,57.0,3780.06,200
User_AB7605,37.0,2447.29,404
User_AB1424,64.0,4906.92,404
User_AB8103,44.0,1664.05,500
User_AB1859,30.0,1890.49,404
User_AB5461,45.0,3993.87,200
User_AB5606,44.0,2528.62,200
User_AB8678,,1413.14,404
,50.0,440.77,500
User_AB6851,31.0,449.21,500
User_AB2791,45.0,3546.49,200
User_AB3714,60.0,1993.41,404
User_AB4916,43.0,3601.3,404
User_AB7016,34.0,2388.39,500
User_AB2376,40.0,115.44,500
User_AB1671,40.0,1930.13,Pending
User_AB6519,54.0,4290.67,200
User_AB6833,59.0,4423.42,500
User_AB3938,,3716.34,500
User_AB6189,45.0,4246.97,500
User_AB4032,58.0,3068.84,404
User_AB5220,,2797.11,404
User_AB1365,36.0,3662.08,404
User_AB7557,61.0,2611.67,500
User_AB5897,56.0,3853.49,200
User_AB8798,28.0,2883.12,500
User_AB6072,59.0,1702.92,404
User_AB5933,31.0,940.65,200
User_AB5939,51.0,4295.19,200
User_AB8156,52.0,2207.94,500
User_AB3610,43.0,1547.23,200
User_AB5641,42.0,3724.9,404
User_AB2061,59.0,4893.04,200
User_AB2997,56.0,4344.38,404
User_AB3871,49.0,1017.21,200
User_AB7961,46.0,4989.51,500
User_AB6303,41.0,1000.57,500
User_AB3182,50.0,1343.11,500
User_AB4703,53.0,661.03,500
User_AB3541,44.0,1349.2,Error
User_AB1018,47.0,4623.07,200
User_AB1316,59.0,3752.53,404
User_AB3837,56.0,2418.91,200
User_AB2669,56.0,4198.55,404
User_AB7360,34.0,2117.74,404
User_AB8991,37.0,1742.13,500
User_AB1135,34.0,3567.22,500
User_AB8005,46.0,1470.88,200
User_AB1170,35.0,803.51,404
User_AB5006,46.0,1154.54,500
User_AB2412,19.0,1816.68,200
User_AB6298,,4237.4,404
User_AB6623,51.0,2307.48,200
User_AB2116,42.0,4919.65,404
User_AB7233,46.0,1143.56,500
User_AB9029,63.0,3861.64,500
User_AB4046,47.0,1067.44,200
User_AB5877,56.0,1199.99,200
User_AB5518,35.0,365.7,500
User_AB8470,61.0,1021.18,500
User_AB9700,24.0,556.59,500
User_AB5403,50.0,4250.77,200
User_AB8666,50.0,3612.45,500
User_AB9991,61.0,782.42,200
User_AB1756,31.0,4368.55,500
User_AB7659,34.0,1584.41,500
User_AB9458,63.0,2350.55,500
User_AB2870,29.0,713.38,404
User_AB4469,21.0,2336.92,200
User_AB9769,56.0,1689.37,404
User_AB7150,39.0,1090.33,200
User_AB7063,26.0,1133.87,500
User_AB8623,19.0,1876.88,404
User_AB8266,62.0,3948.43,500
User_AB1326,,989.67,200
User_AB6188,41.0,4483.67,200
User_AB5128,51.0,1560.19,500
User_AB7205,60.0,2059.2,Pending
User_AB2804,55.0,2661.93,500
User_AB8365,21.0,1106.67,500
User_AB6543,57.0,3437.73,404
User_AB3281,52.0,838.79,500
User_AB5302,39.0,633.28,500
User_AB3255,30.0,3920.75,404
User_AB2615,65.0,3216.93,404
User_AB3186,47.0,1492.64,500
User_AB2246,46.0,2387.84,Error
User_AB5078,41.0,3873.14,200
,59.0,2727.65,500
User_AB4604,53.0,1369.67,404
User_AB7459,50.0,3283.43,200
User_AB5761,,4662.53,500
User_AB4172,47.0,1854.79,404
User_AB8711,,1475.57,500
User_AB1902,51.0,2801.35,200
User_AB3936,33.0,901.51,404
User_AB3207,22.0,3932.59,200
,63.0,220.81,OK
User_AB1222,40.0,4186.99,200
User_AB9720,25.0,1443.07,200
User_AB9215,21.0,1590.44,200
User_AB4452,44.0,1151.3,500
,,2359.65,404
User_AB9554,53.0,1508.73,404
User_AB3449,36.0,2012.66,404
User_AB6629,42.0,830.5,404
User_AB4899,55.0,2279.63,200
User_AB5912,42.0,4100.84,500
User_AB5177,,517.68,500
User_AB8550,,497.12,404
User_AB2926,38.0,3271.77,404
User_AB2581,21.0,4169.74,500
User_AB9361,25.0,2764.76,200
User_AB2428,62.0,4693.72,200
User_AB9702,63.0,1082.38,500
User_AB6163,57.0,1535.32,200
User_AB9318,44.0,4860.11,404
,40.0,2741.87,404
User_AB1871,22.0,3409.62,404
User_AB4935,54.0,4347.78,500
User_AB9857,31.0,1709.57,500
User_AB9194,52.0,2464.19,500
User_AB2303,39.0,2398.4,404
User_AB1696,,3723.29,404
User_AB8921,42.0,2907.07,500
User_AB6160,61.0,1469.79,200
User_AB9564,48.0,2025.02,200
User_AB2857,65.0,783.22,Pending
User_AB3916,41.0,1182.52,200
User_AB5728,40.0,1984.95,404
User_AB8264,50.0,1608.13,200
User_AB1789,43.0,1529.97,OK
User_AB8488,45.0,1477.24,200
User_AB3914,,4705.54,500
User_AB2590,18.0,2544.8,200
User_AB6671,50.0,2589.9,404
User_AB3868,35.0,3712.97,500
User_AB8082,23.0,4608.45,500
,58.0,3817.75,500
User_AB8837,56.0,2653.32,500
User_AB7525,46.0,2420.06,404
User_AB2938,37.0,1889.69,200
User_AB1582,,4927.66,500
User_AB4061,54.0,3918.21,200
User_AB8254,24.0,2680.98,500
User_AB7425,35.0,2710.72,500
User_AB9166,26.0,2718.23,200
User_AB4256,25.0,597.84,200
User_AB8348,62.0,4413.35,404
User_AB9848,65.0,721.31,404
User_AB9002,31.0,1439.16,OK
User_AB3645,61.0,2386.85,200
User_AB2950,49.0,4930.51,500
User_AB2914,46.0,4670.52,200
User_AB5784,29.0,4845.25,404
User_AB4380,21.0,2427.49,OK
User_AB4290,55.0,3337.52,200
User_AB5569,,1932.49,500
User_AB6562,54.0,1960.49,500
,,2607.61,200
User_AB8202,38.0,4296.43,500
User_AB4229,35.0,4249.09,404
User_AB9435,43.0,860.51,500
User_AB3433,61.0,4638.32,200
User_AB4098,37.0,827.22,OK
User_AB6562,21.0,717.99,404
User_AB1333,51.0,272.82,200
User_AB1030,65.0,2649.92,200
User_AB3942,59.0,3551.8,404
User_AB2623,49.0,2766.42,404
User_AB4973,48.0,592.77,200
User_AB9835,42.0,4057.73,404
User_AB5831,45.0,1800.06,404
User_AB2273,,3092.52,500
User_AB3770,42.0,3573.72,500
User_AB2876,48.0,4132.92,500
User_AB9075,28.0,122.71,500
User_AB7650,52.0,1580.54,404
User_AB9751,31.0,2141.39,500
User_AB2229,29.0,1341.12,404
User_AB5864,38.0,377.93,Pending
User_AB2133,22.0,2128.67,200
User_AB6984,37.0,3515.21,404
User_AB9855,48.0,433.53,404
User_AB4371,48.0,184.13,200
User_AB4187,51.0,4100.69,404
User_AB1613,47.0,944.28,200
User_AB5019,,3329.26,500
User_AB6938,19.0,4787.93,404
User_AB6461,42.0,3937.77,500
User_AB4935,,4795.64,500
User_AB8756,48.0,2109.88,404
User_AB7495,65.0,937.49,404
User_AB9989,,1145.24,200
User_AB5293,32.0,3618.48,200
User_AB4535,65.0,946.28,404
User_AB2762,21.0,2850.41,200
User_AB1013,63.0,4684.04,200
User_AB3537,64.0,2574.71,500
User_AB4606,,2076.51,404
User_AB4920,48.0,2470.45,200
User_AB8418,33.0,2668.43,500
User_AB6371,63.0,427.48,OK
User_AB6569,45.0,1849.27,500
User_AB8535,19.0,1359.83,500
User_AB2981,,639.37,404
User_AB5250,44.0,4734.81,200
User_AB8841,64.0,2385.45,200
